loan_id,client_id,loan_amount,interest_rate,loan_date
665,23057,221860.23,2.93,2023-09-25
666,25026,300079.37,6.94,2021-12-09
667,19697,116451.27,4.58,2025-01-05
668,51689,206268.57,4.26,2022-12-16
669,11401,329883.04,7.96,2021-09-03
670,71700,405139.33,4.62,2022-12-30
671,47519,352752.08,4.08,2022-05-01
672,95338,303803.67,5.32,2021-03-31
673,43277,467774.55,8.2,2023-06-08
674,75421,476464.89,8.68,2021-09-23
675,33586,312431.52,5.5,2020-03-28
676,70172,10707.43,3.13,2022-09-04
677,53062,293657.45,9.79,2023-12-15
678,41340,103167.27,9.74,2022-10-16
679,64583,125215.69,3.5,2022-06-09
680,53278,4907.81,5.12,2025-01-26
681,48930,267221.54,2.78,2021-08-06
682,6647,494239.99,6.17,2024-07-19
683,78252,45136.49,8.65,2022-12-31
684,35249,430611.92,7.05,2022-10-08
685,93770,313548.05,3.59,2023-02-11
686,95198,232058.31,5.46,2021-12-08
687,67277,207340.04,6.7,2022-07-29
688,97749,298577.65,2.7,2020-12-20
689,22009,297327.8,8.95,2020-04-11
690,91512,367991.15,4.59,2021-07-23
691,91265,57805.86,4.98,2021-02-16
692,76566,351585.16,4.55,2022-12-07
693,88299,467387.39,3.95,2021-08-13
694,80595,372975.1,3.61,2024-11-07
695,15817,441559.59,9.67,2022-09-20
696,11743,169375.73,5.76,2022-01-08
697,76981,384887.78,5.24,2021-10-28
698,94347,174217.05,3.5,2025-02-15
699,21384,458033.06,5.18,2022-12-29
700,1015,49828.24,5.28,2023-12-06
701,6077,131094.87,8.02,2021-04-16
702,62080,462923.31,3.08,2025-02-06
703,64643,162893.47,5.55,2024-05-08
704,9789,30415.64,7.63,2020-11-16
705,71131,106818.1,9.17,2022-01-16
706,57348,370530.58,5.99,2022-01-07
707,36829,123499.08,9.35,2022-04-02
708,16866,405529.35,8.72,2023-11-28
709,43434,483196.91,5.1,2020-08-22
710,68296,130056.34,2.86,2020-09-27
711,37962,192974.62,2.04,2022-02-25
712,82493,83589.95,8.61,2020-05-30
713,12676,235199.56,9.95,2024-07-28
714,48832,142494.13,5.81,2020-10-21
715,35915,242698.88,9.99,2023-07-17
716,8524,352622.15,2.32,2022-11-10
717,82716,181631.06,2.17,2020-11-22
718,91581,197976.26,3.51,2023-08-17
719,51243,384872.25,8.03,2022-11-11
720,13254,19563.42,7.99,2021-03-04
721,55889,159364.63,5.37,2025-01-03
722,59679,464352.08,6.71,2025-02-12
723,48895,236697.59,3.29,2021-11-12
724,38747,49779.15,7.23,2022-12-05
725,7725,58954.98,8.24,2024-04-16
726,65260,484765.0,4.67,2021-08-20
727,67782,464580.39,3.54,2023-02-22
728,83613,223992.62,2.67,2023-12-22
729,72161,442476.17,3.57,2021-11-23
730,69373,389320.37,5.68,2023-03-20
731,14595,277726.5,4.74,2023-11-11
732,3971,51293.66,4.78,2024-06-17
733,70862,458227.28,2.1,2021-10-27
734,746,333701.4,8.1,2023-10-07
735,70349,470169.98,6.49,2023-02-01
736,21474,431863.31,2.91,2022-02-01
737,88767,417957.09,9.95,2023-06-14
738,95721,422600.95,7.47,2023-06-17
739,5162,145273.17,9.23,2020-08-08
740,80146,109586.73,6.44,2023-03-03
741,60900,74573.66,7.65,2023-03-24
742,10957,294775.62,7.43,2022-10-27
743,47450,100927.45,7.34,2021-07-30
744,99144,109848.62,5.27,2024-12-12
745,12981,183967.21,3.96,2020-06-29
746,98998,101838.75,7.37,2024-11-12
747,35330,195130.76,6.22,2023-03-24
748,55363,408259.99,2.56,2022-11-03
749,74106,350892.47,3.3,2021-11-02
750,9393,359332.8,8.1,2020-09-26
751,94241,141543.93,2.16,2025-01-03
752,34921,449787.83,9.79,2023-03-05
753,455,174726.97,4.25,2022-03-21
754,92179,63208.73,3.53,2024-02-27
755,75599,105587.91,4.47,2023-11-07
756,5288,421678.28,3.25,2022-04-10
757,22266,314138.73,5.6,2024-12-12
758,49107,483814.05,6.4,2021-07-16
759,49956,161647.63,6.98,2022-05-16
760,17584,259604.34,4.73,2023-11-28
761,39753,333499.78,4.3,2024-06-10
762,66313,132381.39,4.78,2024-11-21
763,29990,28380.02,3.96,2021-01-28
764,41962,359379.24,6.43,2023-01-17
765,81713,319283.88,7.11,2020-11-13
766,31834,333207.51,3.23,2020-09-01
767,26824,453950.88,4.23,2020-03-31
768,47737,386780.18,9.08,2020-10-16
769,51270,320822.46,2.38,2022-09-06
770,44840,413014.62,8.03,2022-01-30
771,60700,302859.3,3.24,2023-10-04
772,95140,286298.48,2.32,2024-02-15
773,37307,432928.52,7.3,2022-10-19
774,73021,211628.97,9.99,2024-04-05
775,67255,119089.44,4.44,2020-11-14
776,76774,418849.05,6.58,2022-08-15
777,5428,401289.79,2.76,2020-05-20
778,45757,138469.04,9.95,2022-08-25
779,36489,430410.71,3.53,2024-07-08
780,47550,381318.28,8.29,2021-10-24
781,24178,166610.24,4.62,2025-03-09
782,85886,147891.49,5.86,2023-12-16
783,13041,151540.11,5.7,2023-06-15
784,31464,35880.76,7.26,2022-05-20
785,79019,430632.34,2.16,2023-10-16
786,19120,118306.0,2.15,2022-05-08
787,75172,273763.33,3.88,2021-06-17
788,10456,68729.25,2.97,2022-02-19
789,71342,27847.62,4.67,2021-01-29
790,99245,58031.02,8.28,2022-05-10
791,5170,457181.85,3.05,2022-03-26
792,77703,99876.42,9.72,2022-03-14
793,91508,45942.3,9.89,2020-11-25
794,96764,75605.51,2.2,2020-10-09
795,93706,158744.73,3.19,2023-02-20
796,54711,455684.04,7.98,2022-11-08
797,58190,375685.06,7.18,2023-01-10
798,87762,275260.27,9.77,2024-09-10
799,20457,360001.93,6.58,2024-07-30
800,8855,245642.29,9.68,2024-09-18
801,38307,53144.85,8.53,2024-07-08
802,69957,365276.96,7.46,2021-02-22
803,22265,26593.21,9.7,2020-10-13
804,61332,447463.4,4.51,2024-04-06
805,65054,460079.84,8.69,2021-03-28
806,26507,92976.93,5.56,2023-04-29
807,74698,425153.95,6.73,2021-04-12
808,21206,282867.76,6.76,2024-09-21
809,56054,20614.47,6.99,2024-11-15
810,57902,132348.09,4.13,2024-08-16
811,47285,321133.53,4.12,2024-04-15
812,31593,362504.37,4.01,2024-09-18
813,66473,378043.42,3.33,2020-07-05
814,99462,427480.91,3.86,2020-09-17
815,82287,464819.68,4.18,2023-04-18
816,797,155353.71,6.21,2021-04-25
817,73296,300244.08,2.03,2023-12-07
818,30302,152286.98,2.41,2020-11-21
819,17437,96920.46,7.29,2023-01-10
820,64630,154761.8,5.53,2021-02-28
821,44303,414820.66,3.97,2022-11-21
822,40631,382821.17,3.81,2024-01-14
823,6307,498196.74,2.97,2025-01-08
824,71023,305580.3,5.38,2023-09-29
825,88927,261949.37,5.95,2021-01-01
826,5678,85810.47,5.52,2020-11-04
827,22838,46722.47,4.45,2022-04-20
828,49217,491505.86,7.79,2022-02-13
829,23774,250319.55,7.04,2020-05-06
830,72244,212384.69,8.63,2023-02-12
831,45408,374343.59,5.62,2024-09-06
832,41465,365895.25,6.07,2022-04-29
833,14054,467528.37,8.94,2023-10-07
834,85806,467221.23,2.34,2024-11-19
835,45362,77701.18,9.78,2021-09-06
836,14456,43618.99,4.15,2021-10-15
837,86878,422519.9,8.04,2021-07-07
838,34254,195726.71,7.15,2020-07-26
839,51165,46943.58,8.1,2024-02-27
840,51644,430155.11,6.47,2020-11-22
841,37241,449128.33,3.54,2021-05-07
842,13763,443774.32,4.12,2021-01-27
843,57117,170076.06,4.71,2022-02-06
844,59572,3252.76,5.5,2021-12-01
845,89376,461666.38,6.8,2022-05-07
846,53875,38922.71,9.6,2024-10-13
847,17333,77027.37,6.28,2024-05-18
848,83575,281102.86,4.77,2021-02-11
849,70318,388491.98,2.55,2024-01-16
850,98251,269532.15,5.58,2020-06-19
851,47032,119468.07,9.46,2020-05-31
852,19503,223465.85,5.9,2021-05-10
853,10979,184515.73,7.61,2024-05-08
854,56611,13998.83,4.49,2023-03-07
855,19363,449615.11,3.17,2022-02-05
856,99150,481400.06,9.64,2024-08-22
857,45775,47886.93,9.98,2023-08-16
858,73937,28927.38,9.51,2021-12-03
859,34905,147979.39,9.19,2024-04-07
860,5290,460995.18,4.6,2022-01-22
861,19856,156670.01,6.37,2022-05-18
862,84511,60392.52,9.85,2024-04-15
863,80084,322680.09,4.58,2021-09-07
864,50719,110805.72,3.65,2025-02-23
865,60480,395819.69,7.48,2023-06-15
866,40970,103734.54,8.86,2024-10-05
867,88300,244599.88,8.79,2020-05-03
868,40878,482924.65,8.95,2020-03-23
869,62945,38961.36,7.38,2021-01-07
870,60316,150695.26,8.23,2024-02-22
871,94698,274313.06,4.64,2024-07-13
872,61287,158919.99,4.96,2024-02-08
873,53255,474063.84,3.02,2021-07-24
874,40476,238436.4,2.4,2021-08-19
875,77799,50965.36,9.94,2023-12-12
876,58487,67555.96,2.3,2023-03-04
877,62009,283058.96,9.27,2024-02-13
878,4248,330488.86,8.22,2023-02-12
879,17471,339130.82,8.37,2024-10-12
880,50489,99013.23,6.22,2022-07-27
881,86041,416660.11,4.16,2020-11-15
882,12032,478955.14,9.52,2022-08-03
883,65116,436059.32,4.98,2021-11-21
884,14076,70063.26,5.38,2022-10-04
885,35855,411458.82,3.69,2022-06-13
886,18852,209006.34,8.88,2022-06-30
887,24427,468401.69,2.97,2021-03-17
888,64285,37289.83,2.98,2023-10-22
889,27344,75514.16,4.74,2022-07-31
890,61914,38201.75,9.62,2024-06-25
891,55012,384459.61,4.36,2022-05-23
892,85747,306792.33,4.6,2021-05-10
893,90368,303086.76,4.51,2021-04-01
894,29204,282069.23,9.79,2023-01-15
895,1562,130249.3,8.22,2021-07-18
896,11089,71542.23,8.83,2020-11-14
897,24706,154142.98,7.0,2024-10-03
898,24237,316123.82,7.13,2020-11-20
899,96392,90498.02,9.63,2022-12-19
900,9972,229798.91,6.1,2021-10-07
901,11062,473315.55,5.33,2023-05-31
902,56090,267815.27,3.11,2024-07-17
903,42161,166769.03,2.09,2021-06-11
904,27903,177861.85,3.07,2023-08-16
905,45845,307405.87,4.44,2022-07-11
906,70088,412103.26,2.18,2024-10-21
907,17982,121079.8,9.2,2020-10-21
908,41554,238793.77,7.83,2023-09-02
909,65720,399126.39,3.63,2024-05-08
910,2781,204680.46,5.05,2022-06-25
911,5698,8189.91,5.83,2022-10-10
912,91518,491734.64,3.11,2023-06-03
913,34602,45793.57,3.17,2022-02-12
914,33206,440897.77,4.84,2021-12-15
915,34438,96984.98,7.11,2023-11-12
916,33138,19388.84,2.77,2024-12-03
917,61022,223887.37,5.28,2024-01-28
918,19493,364233.86,7.43,2024-05-12
919,38894,490502.37,5.26,2021-12-08
920,46960,304192.69,2.73,2022-09-07
921,41561,381567.07,9.6,2023-06-15
922,97534,493917.65,6.46,2024-12-23
923,76862,371674.69,5.87,2021-05-25
924,26405,450677.84,4.59,2023-10-11
925,42799,242676.75,8.42,2024-09-03
926,64820,446522.48,7.32,2023-11-22
927,58721,208733.53,7.81,2020-04-23
928,99429,274537.37,4.82,2021-04-02
929,18427,302653.92,3.64,2023-07-13
930,90871,144432.57,2.74,2023-05-08
931,42876,23048.62,7.13,2022-07-17
932,42761,161323.41,6.6,2024-02-21
933,64258,478895.07,6.3,2023-12-05
934,34388,33522.32,6.74,2022-02-04
935,65259,35019.14,9.13,2024-06-06
936,15693,149133.11,3.82,2022-06-21
937,15434,288094.16,4.51,2020-07-02
938,88582,155758.6,5.76,2022-01-01
939,20895,165734.73,2.73,2023-06-26
940,34123,488259.04,4.07,2022-12-08
941,16206,477660.5,5.02,2022-11-22
942,34038,111868.81,8.35,2024-04-15
943,17905,483462.65,3.73,2021-07-12
944,35619,339772.35,2.12,2021-07-17
945,92830,224442.01,2.79,2021-02-20
946,64951,322462.9,6.16,2023-06-17
947,32118,107704.4,3.44,2023-01-29
948,11211,103980.98,6.51,2024-08-21
949,3842,64230.07,6.14,2020-05-08
950,93127,193293.45,7.08,2021-11-25
951,38856,472617.76,4.6,2022-09-23
952,35279,46225.2,4.3,2023-07-21
953,58366,86965.69,7.72,2023-10-03
954,57234,313156.17,7.66,2024-05-10
955,58251,301379.43,9.95,2022-07-06
956,45985,432279.74,7.99,2020-08-13
957,1449,7573.07,2.37,2023-05-15
958,93510,311915.43,9.38,2020-12-22
959,94877,367607.28,5.77,2023-08-04
960,58847,167254.75,2.9,2024-07-11
961,44585,453862.95,3.06,2024-10-28
962,65032,371044.48,9.42,2024-09-04
963,24733,481263.27,7.65,2021-12-05
964,77858,375241.47,8.15,2024-07-01
965,23911,188533.63,3.7,2021-12-19
966,3831,285371.67,3.04,2022-02-09
967,17887,340226.77,3.27,2022-03-27
968,35033,483954.31,4.8,2021-05-29
969,51387,158067.73,2.57,2021-02-23
970,5374,335827.48,7.72,2020-11-07
971,83911,298853.29,6.7,2022-09-20
972,68789,200229.69,3.03,2024-11-05
973,30092,210481.88,3.31,2022-09-30
974,40475,357243.3,9.93,2022-05-24
975,20494,456907.55,4.6,2024-08-16
976,75584,135300.64,3.28,2023-03-08
977,15650,240042.49,3.02,2020-08-24
978,14839,106931.73,3.71,2020-06-17
979,2409,289331.44,6.32,2023-05-01
980,20064,369350.73,7.77,2021-12-17
981,83078,184535.18,9.55,2020-05-27
982,49109,377314.18,2.55,2022-07-23
983,75198,143407.06,3.58,2021-08-20
984,71978,303700.79,8.63,2020-04-27
985,8242,357179.08,8.34,2021-10-26
986,57409,118010.41,9.45,2024-10-23
987,30034,13628.56,5.84,2022-11-19
988,74959,16473.28,4.83,2021-01-11
989,52023,269841.13,3.05,2025-01-08
990,79624,238198.01,4.11,2021-10-07
991,72491,409179.17,4.15,2022-02-08
992,55781,77361.31,8.75,2024-06-20
993,35207,118053.48,9.68,2023-07-31
994,11640,76623.4,7.84,2023-09-08
995,85741,167666.2,4.57,2021-06-01
996,14429,55267.95,2.19,2025-02-19
997,97414,417849.42,3.51,2022-06-19
998,36528,66539.76,3.09,2023-06-27
999,15822,115705.36,9.72,2023-09-16
1000,14665,86318.1,9.2,2024-04-18
1001,14954,359823.71,4.22,2022-11-09
1002,72118,252329.04,2.05,2023-10-10
1003,89035,152508.14,4.76,2023-05-13
1004,48704,22983.01,3.68,2024-08-25
1005,21129,295794.09,7.92,2020-04-04
1006,7916,30247.62,5.43,2021-12-12
1007,11902,3543.73,2.89,2020-09-07
1008,30828,148928.14,8.73,2024-08-07
1009,47831,171949.53,3.27,2023-11-26
1010,98415,465601.99,5.0,2022-09-19
1011,52732,348869.08,8.35,2020-08-13
1012,71552,168547.23,8.29,2024-12-24
1013,5751,105463.31,4.1,2024-02-05
1014,16988,361021.29,6.5,2023-08-19
1015,68519,160410.96,6.39,2022-07-02
1016,17935,294184.4,3.79,2021-03-29
1017,24702,255391.94,3.0,2023-03-17
1018,15928,31208.23,6.6,2023-03-04
1019,47932,198930.45,4.57,2024-12-13
1020,71011,65266.7,9.4,2021-02-21
1021,8389,367074.65,8.0,2020-07-19
1022,643,333141.04,4.8,2023-10-26
1023,68169,385378.69,5.34,2024-08-19
1024,10006,451417.19,5.68,2024-08-20
1025,45237,127929.42,3.3,2021-09-02
1026,42859,437591.15,8.82,2023-09-20
1027,73153,390322.85,5.73,2024-02-02
1028,32971,306427.88,8.6,2020-04-27
1029,61215,247060.28,8.46,2023-07-15
1030,92426,355990.35,5.83,2023-10-13
1031,71278,339467.17,9.43,2024-12-23
1032,43525,36017.83,7.73,2023-07-07
1033,26837,31110.7,3.49,2021-12-26
1034,2825,316775.3,5.12,2024-03-22
1035,92566,498722.77,5.87,2024-12-26
1036,22850,318019.86,6.89,2021-11-17
1037,57901,369668.14,4.59,2022-10-16
1038,56387,14541.99,7.69,2024-09-05
1039,91559,307158.63,9.65,2023-12-22
1040,62080,340714.76,7.4,2021-01-01
1041,63012,18693.83,6.23,2022-04-19
1042,73273,282973.85,6.45,2021-09-15
1043,83338,465948.21,4.62,2021-08-23
1044,81406,400497.43,2.74,2023-02-26
1045,8437,137882.93,3.81,2021-07-21
1046,45973,242491.74,2.84,2024-02-23
1047,50286,290552.88,7.28,2022-03-12
1048,538,381927.32,6.09,2024-07-31
1049,1443,346029.37,5.15,2021-03-23
1050,10331,10819.59,3.31,2023-04-27
1051,5377,221342.27,5.9,2021-01-15
1052,77599,164777.0,5.57,2023-12-24
1053,13546,485721.93,8.32,2020-12-16
1054,75473,118754.25,4.34,2023-10-18
1055,64387,18087.04,8.39,2020-04-01
1056,92714,475265.83,5.95,2020-12-09
1057,41880,133258.06,6.19,2022-06-17
1058,70040,256005.32,4.06,2022-06-18
1059,26577,499652.45,4.51,2022-10-13
1060,88368,282881.83,2.83,2024-06-28
1061,40541,151386.81,4.98,2022-06-21
1062,2921,488890.75,3.45,2021-01-27
1063,6354,135919.09,3.96,2022-12-15
1064,65859,418924.41,8.43,2020-09-07
1065,78126,449815.56,8.83,2024-05-06
1066,33726,11464.97,5.36,2020-06-03
1067,8499,355113.42,6.56,2021-03-07
1068,1472,373149.48,4.94,2020-05-13
1069,98946,90441.31,9.44,2025-02-28
1070,45689,303800.44,8.42,2024-12-03
1071,45688,482210.87,9.62,2023-05-04
1072,98225,434347.59,5.02,2024-05-18
1073,67879,475340.36,4.9,2020-08-15
1074,33457,141880.85,9.74,2022-03-13
1075,41279,129334.48,7.3,2023-01-10
1076,78514,342105.51,3.8,2024-09-14
1077,53336,449722.91,8.74,2023-05-01
1078,38450,113440.32,9.09,2021-10-11
1079,26476,131376.17,3.12,2023-10-18
1080,14643,59272.97,7.14,2022-06-02
1081,66647,265189.78,2.24,2022-03-12
1082,87703,164573.91,9.23,2020-09-22
1083,27544,90272.25,5.99,2024-08-08
1084,64835,242023.48,7.7,2023-07-16
1085,30714,487612.6,7.97,2021-09-21
1086,82415,175293.85,5.11,2021-04-18
1087,43102,215192.47,7.38,2020-09-21
1088,6610,133073.71,2.99,2021-12-26
1089,67279,350274.16,9.61,2024-10-19
1090,68182,303812.96,7.37,2020-10-17
1091,68608,236796.22,8.96,2025-01-26
1092,30669,371268.09,6.0,2022-11-29
1093,76712,408841.75,3.37,2022-05-29
1094,96781,270607.08,8.9,2023-09-29
1095,45295,55918.14,3.35,2024-09-08
1096,98165,190862.87,3.6,2023-11-12
1097,34961,281216.45,4.97,2021-10-25
1098,14055,228390.5,9.07,2022-01-14
1099,92475,465567.39,9.92,2023-08-01
1100,8024,82211.79,6.24,2024-06-14
1101,49606,438322.77,6.13,2024-12-15
1102,45277,313623.61,2.71,2022-03-03
1103,49031,122283.78,8.15,2024-01-05
1104,88758,70029.9,2.64,2025-01-18
1105,16221,479038.7,9.09,2023-05-01
1106,72002,488895.68,7.75,2022-08-22
1107,80904,285229.36,7.05,2020-12-25
1108,74780,207334.63,5.35,2024-06-22
1109,43753,45420.94,9.88,2022-03-19
1110,85619,157850.19,5.59,2024-08-09
1111,82990,192710.99,2.23,2020-06-16
1112,80881,171822.2,4.52,2021-09-13
1113,50121,232967.0,4.92,2024-11-09
1114,64687,58132.39,3.78,2022-11-21
1115,81091,27574.89,6.58,2021-07-27
1116,36239,148398.19,7.02,2021-04-06
1117,24171,9156.32,5.52,2023-09-10
1118,52767,408679.68,9.31,2021-09-15
1119,60778,160091.85,4.19,2024-04-17
1120,41066,429961.36,7.76,2021-11-20
1121,11689,161975.82,9.24,2022-02-15
1122,17640,494449.97,2.68,2021-04-19
1123,15141,285153.05,2.3,2021-05-10
1124,42732,22521.96,9.26,2021-10-27
1125,38994,9191.11,8.98,2025-01-15
1126,12934,267946.22,3.38,2022-03-31
1127,36228,318163.28,8.26,2021-08-30
1128,64637,266022.39,7.48,2020-06-01
1129,38347,194532.73,6.52,2021-05-19
1130,88501,336118.74,6.12,2020-11-02
1131,10074,387622.36,6.09,2023-07-31
1132,53565,26254.07,4.63,2022-02-01
1133,92355,252817.96,8.55,2024-10-25
1134,27211,90937.24,7.46,2020-08-31
1135,71123,16021.13,5.88,2024-05-13
1136,18414,315734.16,7.75,2022-01-26
1137,66425,216345.51,6.24,2022-06-10
1138,95852,24245.81,7.44,2020-12-06
1139,66567,423638.75,9.67,2022-07-24
1140,53972,149839.23,4.12,2020-06-07
1141,37527,172869.43,9.43,2021-06-17
1142,27834,201356.72,2.14,2022-01-07
1143,7305,287600.95,2.4,2021-09-20
1144,88613,199674.29,3.92,2021-02-10
1145,50774,1322.89,8.71,2024-03-24
1146,91749,398471.15,4.91,2021-02-11
1147,33680,461111.25,8.99,2024-06-30
1148,47641,25758.46,6.02,2024-09-10
1149,86909,210532.58,2.08,2020-04-03
1150,76416,320772.59,2.87,2023-08-02
1151,89648,379753.87,8.3,2023-02-23
1152,72288,397710.96,3.92,2021-01-23
1153,40083,453230.59,4.87,2022-11-14
1154,61022,248698.57,8.6,2020-07-07
1155,55996,408534.69,2.48,2020-09-05
1156,98186,492987.72,4.35,2020-08-31
1157,29416,434409.83,8.05,2024-10-10
1158,56475,350281.88,2.31,2022-07-16
1159,97740,156366.6,7.97,2021-03-21
1160,56940,48473.21,9.2,2025-03-02
1161,77932,206387.0,7.15,2024-12-01
1162,6080,158357.1,2.37,2021-08-30
1163,85147,255880.6,6.49,2023-10-17
1164,92772,58041.37,3.95,2024-02-26
1165,29192,477164.46,9.67,2022-04-11
1166,52786,323515.52,9.21,2021-02-20
1167,55014,316686.05,5.68,2024-03-03
1168,87044,460805.05,9.15,2022-06-01
1169,18675,448459.44,5.67,2021-01-20
1170,80085,299754.86,3.96,2023-09-28
1171,35950,322845.0,6.41,2022-10-09
1172,40606,129366.94,8.14,2023-04-18
1173,18419,355756.0,3.02,2025-01-29
1174,83519,312294.44,8.91,2021-11-05
1175,19636,257748.6,5.36,2021-10-31
1176,96566,79825.71,5.93,2020-03-18
1177,17318,57407.75,4.02,2024-06-30
1178,70281,176641.98,3.21,2023-08-08
1179,54680,73212.77,6.62,2023-03-16
1180,28172,153833.66,7.46,2022-03-18
1181,38758,441779.73,2.37,2020-03-27
1182,37312,476571.27,3.32,2021-06-16
1183,23884,68511.9,9.54,2021-01-07
1184,39523,481362.7,5.55,2023-07-21
1185,5110,462896.57,3.35,2021-02-04
1186,86506,361093.49,7.76,2021-07-04
1187,30876,38360.66,7.44,2021-06-15
1188,44769,260237.07,9.38,2023-04-30
1189,88738,192766.12,6.72,2020-09-19
1190,54786,334034.88,5.99,2025-03-09
1191,79014,195160.86,2.58,2024-12-16
1192,47239,401939.92,7.87,2022-06-26
1193,96760,201125.77,6.6,2021-10-17
1194,9552,332683.14,6.53,2021-05-30
1195,11373,318456.97,5.15,2020-08-01
1196,61806,74393.75,2.81,2021-08-20
1197,60766,498185.07,4.21,2020-11-20
1198,87388,322331.02,7.13,2023-10-25
1199,94098,290560.32,2.72,2023-10-10
1200,38054,354073.99,5.88,2020-04-14
1201,71069,271872.28,6.88,2025-03-12
1202,21221,225478.72,2.1,2023-03-22
1203,78663,293878.07,2.58,2020-11-21
1204,48360,379413.42,2.54,2022-04-24
1205,27276,262293.22,4.02,2020-04-01
1206,82125,457239.64,9.99,2020-10-20
1207,52579,210006.04,3.3,2024-04-15
1208,93923,464111.55,9.37,2023-12-07
1209,77248,182422.9,5.35,2024-08-18
1210,42693,242458.62,5.35,2023-05-19
1211,4667,256570.34,9.19,2022-09-08
1212,51111,203043.28,8.58,2022-07-13
1213,60825,436944.07,6.72,2021-03-17
1214,64956,437706.1,9.14,2022-11-27
1215,32794,153044.54,3.31,2020-06-14
1216,66583,257344.12,4.14,2024-06-01
1217,55419,460365.0,6.29,2020-09-01
1218,26032,445176.84,8.71,2023-01-18
1219,60725,52687.96,9.38,2021-04-22
1220,70269,184216.26,2.1,2025-03-13
1221,10879,209586.18,9.87,2024-10-04
1222,25,389294.53,6.1,2023-07-29
1223,7202,359601.38,2.77,2022-11-13
1224,89920,42889.8,7.62,2021-04-04
1225,79898,497836.15,3.66,2022-10-24
1226,44278,266174.48,6.02,2022-12-07
1227,850,312308.08,4.88,2023-07-14
1228,72613,361706.06,9.52,2023-02-26
1229,10405,136170.25,2.32,2022-06-12
